Project Age,Project Size,Churn Rate Over Time Based on Time,Churn Rate Over Time Based on Commits,Total Number of Commits,Commit Frequency,Average Commit Size,Average Code Complexity,Total Number of Contributors,Top Contributors,Detailed Contributor Activity
1056,793,0.7509469696969697,25.580645161290324,31,0.0293282876064333,612.4193548387096,0.18446886165102483,3,"[('aadityayadav', 15), ('AdityaSwarup', 11), ('Aaditya Yadav', 5)]","[{'Contributor': 'aadityayadav', 'Commits': 15}, {'Contributor': 'AdityaSwarup', 'Commits': 11}, {'Contributor': 'Aaditya Yadav', 'Commits': 5}]"
