PR Number,Total Files Changed,Total Lines Added,Total Lines Deleted,Total Changes,Total Added Files,Total Modified Files,Total Removed Files,Total Renamed Files,Total Copied Files,Open Issues,Open Issues Ratio,Closed Issues Ratio,Updated Issues Ratio,Issue Categories,Number of Current Branches,Current Branch Names,PR Number,Linked Issue Number,Linked Issue Title
1,2,64,36,100,1,1,0,0,0,0,0.0,1.0,1.0,set(),5,"['Adding-functionality', 'main', 'master', 'ojas-parser', 'python_library']",1,,
